"","x"
"6255","aplikasi mahal order ribu driver batalin ngoder ribu edan harga nyekek leher mending uninstal"
"6256","mudah transportasi"
"6257","gofood beda makan halal non halal bingung pilih makan aplikasi bagus perusaahan bagus simple nih ide menu makan halal tanda non halal full bintang halal is lifestyle gojek mesen makan lebaran info restonya buka asli tutup aplikasi invest gembel ampun"
"6258","aplikasi salah blokir proses banding tolak adil gojek "
"6259","aplikasi jebak uang top up gopay uang nyangkut gopay trf trf verifikasi ktp selfi verifikasi dokumen salah selfi salah bolak"
"6260","gopay susah sekal koneksi bayar tiktok ads"
"6261"," harga ya akurat lagi masa onkos ya segitu"
"6262","mahal diskon suka gojek"
"6263","mahal ongkir biaya kayak"
"6264","biaya ya lebaran susah gofood moga proses ya"
"6265"," bintang driver gojek manja antarin makan jarak km ongkirnya isi peralite liter halaaaau gojeeeek"
"6266","bintang bilang driver ajngggv batalin orang laper sih apk bagus"
"6267","gerimis dikit susah sekal driver tarif voucer"
"6268","mudah suai tarip supirnya ramah"
"6269","bagus praktis"
"6270","nyaman dtgny cepat driver sopan ramah tarif lumayan murah tq"
"6271","bayar indomaret kode qris internet mati ratingnya"
"6272","apknya bagus gojek susah mengaktivkan gopayleter bisa nih"
"6273","apk bodoh promo order suai min belanja emosi lihat apk kayak orang top up gopay promo promo zonk bayar x lipat harga apk sebelah"
"6274"," aplikasi go jek simpel makan enak tinggal bayar doang berguna gojek"
"6275","maps suka ngawur kadang drivernya suka solot akhlak"
"6276","buruk kirim uang uang"
"6277","jelek login suruh cek sms klik link gakada sms sekal nomerku nomer telpon susah"
"6278","aplikasi lai bagus sayng hapus inboxny riwayat transaksi"
"6279","jemput pemilihan rute bagus"
"6280","bantu butuh thanks"
"6281","gofoood notenya hilang dicheck notenya selesai"
"6282"," driver jemput suai titik bicara kasar telp cust ygum complain langsung tindak image buruk driver ramah apk sebelah"
"6283","beli langgan paket gratis ongkir gofood ekh pas langgan iming imingi langgan harga k an nyata paket toko x favorit gue favoritin sesal paket langgan"
"6284","parah sih langgan biaya mahal asih ongkos"
"6285"," maxim ribuan go ride ribu ribu beda"
"6286","biaya layan mahal bangeeettttt"
"6287","inti kecewa aplikasi gojek takut ojol takut rugi detail keluh email langsung gojek"
"6288","aplikasi bagus cepat"
"6289","mesen jaring jaring bagus"
"6290","ganti hp login email"
"6291","mudah transportasi bantu transaksi uang beli"
"6292"," x langsung uninstall terang jenis kendara jemput plat nomor kendara masak jemput motor smash kotor layak kondisi fisik mesin motor papa sih layak langsung kecewa"
"6293"," admin gojek driver jalan pilih jemput alesan customer men cancel order tindak admin minimal opsi terang feedback opsi driver cancel biar tau malas pilih kesel "
"6294","bantu langgan"
"6295","t i iklan gosen menggangu lo kalah ya lalamove gencar bikin iklan go send"
"6296","download pas pilih alamat tuju kuar"
"6297","ber transfer gopay rek bank gopay plus payah biaya layan gede ya gofood beli paket hemat ongkir minggu x mesan suruh beli rb eh ber tag gofoodplus doang resto favorit tag beli paket resto favorit buka gofood plus rugi sesal"
"6298","makan mahal biaya mahal"
"6299","fitur goride instan ganggu gua aplikasi biar cari driver suruh cari driver bingung nyampai driver pilih otomatis goride instan jalan biar fitur goride instan non aktif"
"6300","voucher hilang bad bad bad voucher diskon dll ribet sok bad sok bad"
"6301"," gocar drivernya langsung cancel info driver algoritma order acak aplikator berik bonus driver main jarak pendek jdnya alami aplikator lihat situasi driver main jarak pendek order suai histori driver benah customer "
"6302","pindahin gopay rekening biaya layan doang gede dahlog aplikasi"
"6303"," apl gofood resto tutup cari cari toko pas tutup mntp"
"6304","susah driver ayan buruk sekal drivernya"
"6305","biaya jasa aplikasi mahal mending aplikasi"
"6306","mantap eror promo mohon mudah paham"
"6307","mntap pergi gampang apk"
"6308","sistem bagus utak atik nadim pegang hancur promo aplikasi suka eror beban biaya langgan dll utak atik ubah biaya aplikasi bobrok fix"
"6309","limit gopaynya transfer rekening bank aplikasi tahi"
"6310","mohon maaf admin top up gopay mobile banking transaksi hasil ya trouble kah jaring sinyal aman mohon direspon tindak "
"6311","aplikasi parah sekal login daftar"
"6312","wajar harga naik enggak pikir orang bandingkan aplikasi ojek online gojek mahal logika harga hujan cuih"
"6313","aplikasi ku error gofood"
"6314","sistem gofood sengaja lama in gofood jemput makan gofood bikin atur langsung tuju lokasi jemput sengaja lama in"
"6315","senang sih aplikasi utama gopaynya pusing pusing emoney persen transaksi migrasi gopay bantu sekal bayar bensin pertamina gopay shell senang gopaynya integrasi bayar parkir belanja indomaret bayar hotel beli tiket bioskop beli tiket pesawat even beli saham keren deh"
"6316","x dikecewain gojek x mkanan slma ramadhan jam jam drivernya langgan setia gofood ramadhan x dikecewain"
"6317","eh buka apk muter mulu order transaksi muter mulu cek play store tulis update yaudah tekan update tau normal ehhhh kuota cek ya kalao bintang uninstall apk apk"
"6318","waktuny cepat sat set cari lokasi gampang barang aman tuan nya"
"6319","gue pin salah mulu ganti pin gopay kirim otp ganti salah"
"6320","swtelah update fitur tarik tunai mohon fitur tarik tunai min"
"6321","kak gopay transfer gopay baca blokir fiturnya nomor aktivitas curiga "
"6322","driver makan diam bilang diam makan mood ayan jutek kian harga orang harga layan driver manusia robot bad service"
"6323","sistem cari driver sekal restonya tutup tarik modal investor"
"6324","bayar kode kenal bayar sih sih gojek"
"6325","via gopay bayar terang gagal"
"6326","apkikasi bagus sekal error contoh beda saldo apk gojek vs apk bluebird riwayat transaksi gopay hapus"
"6327","harga murah cepat drivernya "
"6328"," konek wifi applikasinya jaring data selluler bilang internet diapp game lancar sekal "
"6329","amburadul biaya penanganan jelek pelan langgan kabur"
"6330","mudah genggam"
"6331","aplikasi "
"6332"," difix cari driver gagal gojek fix"
"6333","oke promonya hilang ya wkwk"
"6334","jelek sekqli bangkai perfom jelek parah begoooooo ppaarrrrrrraaaahhhh"
"6335","kadang gampang driver kadang susah pas pulang sekolah mesan gojek temu driver maps driver mesan aplikasi"
"6336","alhamdulillah ayan abang gojek moga sukses karyawan sejahtera trimk"
"6337","suka bad request bayar "
"6338","tranfers bank aman aman transfer bank tulisanya proses apk bagus uang transfer mohon proses uang membutuhkanya"
"6339","mesan gofood jam dirvernya pas jam buka puasa kendala chat driver eror ongkirnya kondisi mesan ongkir "
"6340","for close app mohon"
"6341","cs pindah aplikasi biaya layan cekik"
"6342","aplikasi ribet praktis aneh gojek lebay deh ya masak aplikasi go send isi sdgkan kadang pengin buru toling dibalikin kayak praktis embel"
"6343","parah dadak harga iya supir harga potong tau driver gojek parah potong iya tumpang turunin harga an supir supirnya tumpang kecewa aplikasi gojek sistem"
"6344","tau saham goto anjlok minimal benah laaaa topup pulsa aplikasi bikin kecewa aplikasi anak bangsa saing aplikasi kualitas anjlok"
"6345","ubah bagus contoh ubah tampil gosend tuju kirim favorit hilang muncul tuju kirim"
"6346","upgrade gopay plus foto data salah upgrade kecewa"
"6347","susah login verifikasi link step payah"
"6348","aplikasi utama food restoran buka tap temu"
"6349","ralat ratt bintang full bintang bintang sayang layan paylatre kian tolak"
"6350","saldo tidk laku bayar google play garena rugi"
"6351","restaurant menu aplikasi cancel bikin orang orang kantor tuh rugi"
"6352","sono goride muter bae sinyal bagus kuota"
"6353","ayan ramah cepat"
"6354","moga lancar apk gojek gopay maaf bintang suka lambat buka apk gojek gopay nya"
"6355","bank gopay bantu cekik laku transfer gopay kena pajak top up ambil duit kena pajak transfer dana sekal"
"6356","rincian transfer riwayat bagus timbang "
"6357","update update"
"6358","nih semenjak kemarin habis update tombol tarik saldo hilang ya sih gerangan hilangakan"
"6359","bantu sekal"
"6360","biaya ongkos mahal indriver maxim akal"
"6361","buruk buruk april order gocar chat telpon april order gocar pantau kendara klik pantau apk tutup mohon tinjau"
"6362","transfer gopay bank jago pending suruh ewallet menit parah aplikasi lebaran saldo gopay potong rekening kirim lapor ujung suruh "
"6363","gojek bug sih update"
"6364","coba aplikasi gojek promonya biaya sewa aplikasi"
"6365","aplikasi diupdate ngeclose ngeclose gue buru bandara"
"6366","aplikasi bagus salah sistem transaksi salah ujung hilang saldo"
"6367","tulis alamat cari"
"6368","bantu pas lapar malam"
"6369","transfer saldo rekening bank status biaya doang ayan asu layak bintang gopay buruk ayan kecewa sekal"
"6370","refresh verifikasi nomor rekening"
"6371","download gojek hapus akun gojek versi"
"6372","mef aplikasi drever lemot jalan jemput mef motor diam jemput ujung ujung cencel cs jalan cs go jek alih kak aplikasi terlu mahal"
"6373"," driver posisi sih buang"
"6374","parah bug kondisi neduh hujan bawa anak balita butuh mobil pedahal aplikasi driver standby dapet x coba dapet gocar kecewa sekal"
"6375","menginstal gopay upgrade gopayplus transaksi hasil hasil eh pas transaksi pending mah suruh saldo mohon kepadaa gopay an orang butuh saldo pending instal cok apk rusak"
"6376","gampang ngebug tracking order gocar gojekk suka forceclosed user penuh jam jam padat mohon improvement pr developer"
"6377","pemilihan driver driver orang kena arti cari driver cari driver an moga efektif pas buru ngapa aneh"
"6378","parah karu kayak kerja minim semangat"
"6379","aplikasi ngebug jam cancel order lihat posisi driver "
"6380","lambat setepah update jaring aman bandwith kencang mohon ya"
"6381"," setia gojek nyaman usul nih mudah mudah baca macet hujan dll harga ongkos feenya ojeknya"
"6382","aplikasi keren bantu mudah gojek mantap"
"6383","buset deh gojek np error mulu deh gue makan buka"
"6384","sering loadingnya berat"
"6385","bagus aplikasi bantu lapar"
"6386","sih upgrade goplus gagal aneh"
"6387","link login kode otp kirim tutup aplikasi"
"6388","bos aplikasi gojek"
"6389"," responnya uninstal instal ulang hasil"
"6390"," gojek pas bayar konfrimasi sidik jari deh ku aktifin sidik jari gojek tollong suruh sandi gogle sidik jari"
"6391","telalu biaya beban tumpang drivernya bagus pindah keaplikator murah ayan"
"6392","drivernya pick up parah"
"6393","aplikasi bikin pusing sen driver"
"6394","biaya layan jarang diskon entar deh diskon bintang deh"
"6395","parah sih nyangkut tranfer utama jago gojek nyangkut faaaackk"
"6396","kendala parah"
"6397","jam upgrade gopay plus minggu gojek berkas baca tolak mengajuka berkas kualitas bagus "
"6398","mending ijo sebelah driver dket an drivernya argo k jmpt cepat driver bye gojek ijo sebelah jarang dicancel arggo drivernya"
"6399","aplikasi lumayan bagus tingkat fitur fitur mudah utama bayar mudah"
"6400","aplikasi bagus kirim barang makan"
"6401","update berat applikasinya ya bagus ringan hmmm kemarin ya update lumayan laah kemarin"
"6402","banyu promo beda kayak"
"6403","sedih sekal menit cancel lokasi driver real life nya"
"6404"," bintang ku tingkat rekrut sepeda motor orang order jarak maulun motor yaallah kayak bikin nyaman wajib ya tumpang butuh nyaman segi aman cuman gantung layak motor motor mah kaca pion motor khusus ngangkut jerami masii ngojek"
"6405","biaya ayan bagus aplikasi error salah teman teman mending aplikasi grab indriver bagus sistem error kayak gojek"
"6406","sayang fitur gocicil muncul aplikasi gojek"
"6407","kacau sih recommended buru buru spend susah driver sekal cancel laammmaaaaaaaaaaaaaaaaaaaaaaaa driver kapok"
"6408"," atur sistem top up saldo transaksi saldo go pay upgrade go pay plus pusat bantu suai nya"
"6409","mahal parah suka serba promo pay later"
"6410","transfer saldo gopay bank mudah cepat sekal alami ganggu "
"6411"," saldo bulan transaksi"
"6412"," tiktok parah"
"6413","aplikasi chat telepon driver tau ambil driver tanggal april jam"
"6414","driver pas driver posisi jalan chat balas pas cancel harga"
"6415"," pin gopay aktif transaksi gopay pin salah pin"
"6416","mode hemat dihilangin mode hemat drivernya jarang ambil murah reguler bohong"
"6417","payah gojek cari driver menit dapet buka aplikasi sebelah menit langsung kecewa"
"6418","aplikasi berat ribet koneksi too many niat pengin sat set ribet"
"6419","apk bagus serbaguna kadang suka reloadnya apk berat bikin laq bagus"
"6420","hubung chatting"
"6421","cek email alhamdulilah gojek kerjasama pinjol bangkrut kerjasamalah bank minimal kredivo manajement bagus banding kredit pintar aplikasi pailit ajak kerjasama sih bintang bravo"
"6422"," ya gojek aplikasi pas pencet cancel bike car eh otomatis driver deh lokasi jemput kayak ngerugiin driver jemput tumpang kena omel driver"
"6423","halo ya gosend drivernya chat fitur telpon warna putih pencet hubung driver pas bawa ngotak dikit"
"6424","ganggu nih turun kualitas gojek driver chat telepon lokasi batalin batalin diskon payletter doang prioritas sultan dll untung prioritas"
"6425"," driver ambil cancel harga abisin batre alek jalan jalan kelapa gading capek nunggunya kambing subuh hp ledak"
"6426","katanyanya doang apk anak bamgsa apk sebelah komitmen bagus urus nadiem"
"6427","malas jengkel order goride driver cancel x"
"6428","aplikasi gojek buruk ya biaya layan biaya aplikasi naikin jelek order gomart pilih toko pilih beli rokok mending pindah aplikasi lai benah bagus"
"6429","kualitas"
"6430","aplikasi eror antem driver gara gara aplikasi eror"
"6431","driver bikin orang kerja survai lantar otak atik sistem biar enak order "
"6432","proses cari driver jam map dibatalin mulu drivernya buruk"
"6433","parah buka aplikasi hp lancar kecuali app gojek"
"6434","ojek online tiada fitur tolak order driver driver gojek enak tolak pickup jemput lokasi kirim barang harga ongkir murah driver gojek enak nolak pickup gilir harga ongkir dipickup kecewa gojek selektif kerja mitra customer kecewa ongkir murah customer bayar ongkir"
"6435","ya pantau gocar tip gocar nih aplikasi mending pindah grab"
"6436"," driver batal gopay aneeeehhhh batal gopey potong"
"6437","buruk dana salah transfer solusi biar hilang cari duit gampang atur sih atur ya ampo nama orang kadang salah salah ketik salah kelas bank solusi parah hati hati"
"6438","apk ojek nyamber sekal apk bintang"
"6439","error order hilang akun gagu"
"6440","aplikasi beli hp instal gojek promo sekal aneh ya paksa b"
"6441","ongkir biaya ayan mahal murah grab mahal ongkirnya biaya ayan makan"
"6442","cari driver susah"
"6443","mahal beda sebelah mahal uninstall deh bagus download"
"6444","kirim transfer ewalet gopay nomer rekening nama rekening baca suai transfer selesai nomer rekening ubah kirim baca orang adu gojek ruang adu"
"6445"," ya batu upgrade gopay plus upgrade tolak"
"6446","go food mahal biaya service"
"6447","aplikasi jelek cancel driver ujung driver aplikasi sebelah langsung"
"6448","aplikasi update go plus telek telek"
"6449","drivernya alas driver laku bayar cod gofood"
"6450","cepat mutu"
"6451","parah driver go jekkk cancel kurir aplikasi sih kurir mulu unistall"
"6452","biaya layan mahal ya ribu rbu beban bikin malas gofood setia gojek uninstall deh"
"6453"," feedback layan customer service situ lihat aktif balas"
"6454","lumayan bantu aplikasi promonya dikit ya"
"6455","suami gomart nyampe status driver driver jalan jalan belanja disiapin ya telp toko toko lupa nyiapin belanja jm malam kemarin kelar belanja bayar via gopay"
"6456","ya app gojek eror adminnya tingkat kualitas app gojek kirim jual eror mulu app gojeknya"
